Iteration,Cost
0,2.3025110776701423
1,2.3024704912723957
2,2.3024306227054874
3,2.302391474925269
4,2.3023530391711686
5,2.3023153064190556
6,2.3022782735009777
7,2.3022419126302016
8,2.302206210969804
9,2.3021711689488527
10,2.302136756651187
11,2.302102955049031
12,2.3020697490839104
13,2.3020371265200636
14,2.302005079048746
15,2.3019735748440566
16,2.3019426007707304
17,2.301912135680975
18,2.3018821720045914
19,2.301852682126998
20,2.3018236463572017
21,2.3017950485561776
22,2.3017668785700534
23,2.301739117590829
24,2.301711743845143
25,2.3016847399970555
26,2.3016580879344515
27,2.30163177131902
28,2.301605772825644
29,2.3015800753625313
30,2.301554669210435
31,2.3015295396338624
32,2.301504673020456
33,2.3014800579741967
34,2.3014556755019266
35,2.301431517414854
36,2.301407570607292
37,2.301383821133512
38,2.3013602565691866
39,2.3013368716920883
40,2.301313654831358
41,2.3012905962131516
42,2.3012676807052124
43,2.301244896461025
44,2.3012222366889485
45,2.301199689765643
46,2.3011772430317032
47,2.3011548920389733
48,2.301132625498159
49,2.30111042991039
50,2.3010882966550033
51,2.3010662185017416
52,2.301044188476679
53,2.3010221951606336
54,2.301000226597136
55,2.300978279001704
56,2.3009563434611318
57,2.3009344069529707
58,2.300912457537578
59,2.300890485100289
60,2.300868479509385
61,2.300846434106376
62,2.300824338338942
63,2.300802180907605
64,2.3007799527308497
65,2.300757642531111
66,2.300735237971901
67,2.3007127329247354
68,2.300690113883754
69,2.3006673693294806
70,2.3006444877392394
71,2.300621458509626
72,2.3005982696679763
73,2.3005749076300392
74,2.300551363637989
75,2.3005276228502822
76,2.30050367789164
77,2.300479520296936
78,2.300455136777417
79,2.3004305129422877
80,2.3004056349316513
81,2.3003804925545
82,2.300355072082757
83,2.300329354350546
84,2.300303329535813
85,2.300276984809442
86,2.3002503047818474
87,2.300223277179926
88,2.300195886044874
89,2.3001681188786534
90,2.3001399540246505
91,2.3001113733993805
92,2.3000823632540537
93,2.300052904348389
94,2.3000229775183576
95,2.299992565865749
96,2.2999616503678024
97,2.299930214684299
98,2.299898236756451
99,2.2998656992733277
100,2.2998325762059624
101,2.299798846381581
102,2.2997644876374226
103,2.2997294804587343
104,2.299693796060422
105,2.299657409711246
106,2.2996202950633995
107,2.299582428039515
108,2.299543779086517
109,2.299504316532295
110,2.299464008066518
111,2.2994228249600535
112,2.2993807372734514
113,2.2993377134083963
114,2.2992937214278997
115,2.2992487213464012
116,2.2992026810125172
117,2.299155559808484
118,2.299107320697901
119,2.2990579191449307
120,2.2990073099840527
121,2.2989554472367737
122,2.298902284355472
123,2.298847772710461
124,2.2987918618626204
125,2.298734502469826
126,2.2986756356537574
127,2.2986152060789533
128,2.298553150673593
129,2.2984894046012045
130,2.2984239070387518
131,2.298356586128393
132,2.2982873634307404
133,2.298216161087058
134,2.298142905896188
135,2.298067516419198
136,2.297989898678271
137,2.2979099584353593
138,2.2978275958616337
139,2.2977427111692212
140,2.29765519431467
141,2.2975649283700053
142,2.2974717934394038
143,2.297375664629298
144,2.297276410752241
145,2.297173897025552
146,2.297067978606212
147,2.296958496024018
148,2.296845294790359
149,2.2967281962871575
150,2.296607028229413
151,2.2964815995279224
152,2.296351715997692
153,2.296217160064675
154,2.296077714071224
155,2.295933146856382
156,2.295783205513355
157,2.2956276253986116
158,2.2954661416972266
159,2.295298446493469
160,2.295124214963659
161,2.2949431080067804
162,2.294754759121665
163,2.2945587827795544
164,2.2943547679115897
165,2.294142270372262
166,2.29392082900328
167,2.293689940515465
168,2.293449065926874
169,2.293197631989659
170,2.2929350317495896
171,2.2926606149088844
172,2.2923736863100683
173,2.2920734934877296
174,2.2917592576034127
175,2.2914301113323696
176,2.291085133932315
177,2.290723348431913
178,2.2903436933215895
179,2.2899450325567665
180,2.2895261442360373
181,2.2890857241730536
182,2.28862235108095
183,2.2881345068550933
184,2.2876205523098885
185,2.2870787313329126
186,2.2865071547511713
187,2.285903786747868
188,2.285266438139523
189,2.284592731378517
190,2.2838801032942713
191,2.2831257945163492
192,2.282326847096904
193,2.2814800670754853
194,2.2805820240413768
195,2.2796290413980187
196,2.2786171639058486
197,2.277542149804985
198,2.276399413517968
199,2.2751841142676152
200,2.2738910461246116
201,2.272514672454692
202,2.271049117528436
203,2.269488187410843
204,2.267825332700438
205,2.266053705737641
206,2.264166213515294
207,2.2621555444071975
208,2.260014156092784
209,2.25773440381039
210,2.2553087230286812
211,2.2527296806812673
212,2.249990157917645
213,2.2470835472964943
214,2.2440040246434854
215,2.2407468242665307
216,2.2373085042007435
217,2.233687130271321
218,2.229882945748191
219,2.2258985498141266
220,2.2217389622242956
221,2.217412137128963
222,2.2129290022251062
223,2.208303118305824
224,2.2035501231209493
225,2.19868740988034
226,2.1937335823380932
227,2.1887081797417847
228,2.1836303948789273
229,2.178518220001568
230,2.1733872655257542
231,2.168250867215827
232,2.163120883880115
233,2.1580066890147593
234,2.1529176902120817
235,2.147862584667811
236,2.142850105519713
237,2.1378863966616493
238,2.1329778721675634
239,2.128128807593399
240,2.123340393858786
241,2.11861411778125
242,2.1139494856335808
243,2.109344193570011
244,2.104795169774976
245,2.1002961626166448
246,2.0958396724009782
247,2.0914177736804622
248,2.0870216537142614
249,2.0826416599521167
250,2.078267221916113
251,2.0738874648648298
252,2.0694919001920358
253,2.0650692787288407
254,2.060608201169389
255,2.0560972919119425
256,2.051523629118934
257,2.046875960409151
258,2.042143006743419
259,2.0373133122346263
260,2.0323762939922356
261,2.027321333049292
262,2.0221383415189225
263,2.016817478833818
264,2.011349914649352
265,2.005727987906387
266,1.999944511100485
267,1.993991749534525
268,1.9878640110275554
269,1.9815571408324122
270,1.9750680539292167
271,1.968393577439899
272,1.9615329047008034
273,1.9544858141817019
274,1.9472540531790647
275,1.939840635188157
276,1.9322500727117358
277,1.924485805822952
278,1.9165526224534333
279,1.908456680664591
280,1.9002056774024816
281,1.8918064547295372
282,1.8832662908004423
283,1.8745929789882518
284,1.8657940234163952
285,1.8568753001169906
286,1.8478431237541004
287,1.8387015559600173
288,1.8294552128216013
289,1.8201062638909882
290,1.8106570258816639
291,1.801109189772375
292,1.7914606675495344
293,1.7817083677154932
294,1.7718485739474215
295,1.7618775703075042
296,1.7517881886641078
297,1.7415692169976082
298,1.7312105551253203
299,1.7206995932755043
300,1.710020195821228
301,1.699154239885119
302,1.6880821236987715
303,1.6767838208258599
304,1.665236730698207
305,1.6534161133351644
306,1.6412986645884322
307,1.6288604753544689
308,1.616080419735378
309,1.6029424198547864
310,1.5894357250562456
311,1.5755585738321582
312,1.5613141490737843
313,1.5467180446005917
314,1.531795649926592
315,1.5165854057879635
316,1.5011368819227138
317,1.4855125707695218
318,1.4697834955648685
319,1.4540245838718193
320,1.4383191068874428
321,1.4227482111172296
322,1.4073853736044777
323,1.3922981473982523
324,1.377538346788885
325,1.3631505223056202
326,1.349161899383179
327,1.3355918613440154
328,1.322442640653534
329,1.3097144139261168
330,1.2973915351238738
331,1.2854591705631628
332,1.2738912378341205
333,1.2626631487046853
334,1.25174673300936
335,1.2411118118607736
336,1.2307278972571958
337,1.2205652183675373
338,1.2105957404282202
339,1.2007915978813395
340,1.19112473655882
341,1.1815706267436636
342,1.172103857313555
343,1.162701199623041
344,1.15334108925005
345,1.1440029119102746
346,1.134669567753476
347,1.1253212138932207
348,1.1159448363423685
349,1.1065236129440872
350,1.097049162451936
351,1.087509246598095
352,1.0779004887538042
353,1.0682117952993664
354,1.0584475501370878
355,1.0485970144277625
356,1.0386755696641679
357,1.0286726397901282
358,1.0186200287195966
359,1.0084980176530323
360,0.9983678221011492
361,0.9881819644008281
362,0.9780589919820237
363,0.967878362091934
364,0.9578979652960976
365,0.9478091018398497
366,0.9382687968414488
367,0.9285292676746032
368,0.9205875677024836
369,0.9131876495759162
