Iteration,Cost
0,2.3025634195849354
1,2.3025145495804162
2,2.302466387038509
3,2.3024189010203577
4,2.302372075414945
5,2.302325904102618
6,2.3022803721039673
7,2.3022354634400344
8,2.3021911708793272
9,2.3021474795206625
10,2.3021043617089396
11,2.3020618073562664
12,2.3020198002449024
13,2.3019783380099943
14,2.3019374015866596
15,2.3018969741585296
16,2.3018570449485454
17,2.3018175920314508
18,2.3017785833587863
19,2.3017400119673153
20,2.3017018649804224
21,2.3016641253629233
22,2.3016267663944094
23,2.30158977478384
24,2.301553132758445
25,2.3015168179188494
26,2.3014808162133016
27,2.3014451136147196
28,2.3014096946191946
29,2.3013745439907516
30,2.301339644713142
31,2.301304979100521
32,2.3012705268517855
33,2.3012362715540835
34,2.301202194256323
35,2.3011682815065617
36,2.3011345206715825
37,2.301100900023124
38,2.3010674027882003
39,2.301034011785901
40,2.301000706474781
41,2.30096746973261
42,2.3009342821298393
43,2.300901130882743
44,2.3008679937365466
45,2.3008348550762125
46,2.300801704607811
47,2.3007685184574838
48,2.3007352780934283
49,2.300701966189344
50,2.3006685811635843
51,2.3006350985162247
52,2.3006014984539584
53,2.3005677662450617
54,2.300533884745146
55,2.3004998390996154
56,2.3004656031495743
57,2.3004311703006417
58,2.3003965219341183
59,2.300361645410256
60,2.3003265124048484
61,2.300291115837366
62,2.3002554392434966
63,2.300219460891294
64,2.300183163471681
65,2.3001465342989773
66,2.3001095556520124
67,2.3000722054293226
68,2.3000344643934554
69,2.299996310701183
70,2.2999577293585807
71,2.2999187011781475
72,2.2998792075715198
73,2.2998392247748844
74,2.2997987370682367
75,2.2997577252065726
76,2.299716160859679
77,2.2996740328465277
78,2.2996313140865636
79,2.2995879740705107
80,2.2995439874719614
81,2.2994993363056504
82,2.2994539946682684
83,2.2994079354515904
84,2.29936112969881
85,2.299313562183108
86,2.299265184701742
87,2.299215972104042
88,2.2991658958135464
89,2.2991149218072446
90,2.299063020750037
91,2.299010159493802
92,2.2989563078848385
93,2.2989014264163017
94,2.29884547871184
95,2.2987884248894495
96,2.298730228009119
97,2.2986708507308613
98,2.298610249781657
99,2.2985483867588803
100,2.2984852095278776
101,2.298420668149009
102,2.298354713146982
103,2.2982873044099894
104,2.2982183870440434
105,2.298147906302599
106,2.2980758024253594
107,2.2980020191017383
108,2.297926494589594
109,2.297849175016989
110,2.297769994193676
111,2.2976888799573345
112,2.297605763044242
113,2.297520559870219
114,2.2974332010018137
115,2.297343614132767
116,2.297251710752714
117,2.2971574008293913
118,2.297060593158412
119,2.2969612019207144
120,2.296859116794969
121,2.296754230394639
122,2.2966464352428386
123,2.296535630053424
124,2.2964216981932717
125,2.2963045010871377
126,2.296183915453384
127,2.296059809276023
128,2.295932025929135
129,2.2958004119625492
130,2.2956648178308097
131,2.2955250734737276
132,2.2953809954697686
133,2.2952324073431116
134,2.2950791104787798
135,2.2949208980748432
136,2.2947575541176835
137,2.294588860610992
138,2.29441457953177
139,2.2942344554537035
140,2.2940482211741386
141,2.2938555925738164
142,2.2936562788193755
143,2.2934499682132805
144,2.293236339498532
145,2.2930150420331668
146,2.292785697715096
147,2.292547916893253
148,2.2923012867969
149,2.2920453778025665
150,2.2917797274601655
151,2.29150383631742
152,2.2912171821824985
153,2.29091920508178
154,2.2906093216714916
155,2.2902868969607457
156,2.289951255350031
157,2.2896016851610157
158,2.289237446701486
159,2.2888577236009793
160,2.288461661780253
161,2.2880483404252727
162,2.287616792844408
163,2.2871659643540885
164,2.2866947262923207
165,2.286201891068365
166,2.2856862024777107
167,2.285146312313459
168,2.2845807677908927
169,2.2839879973042665
170,2.2833663192447275
171,2.2827139061809576
172,2.282028894842436
173,2.2813091956019282
174,2.280552564150813
175,2.279756641755329
176,2.2789188616617073
177,2.2780364664782917
178,2.2771064845743703
179,2.2761257551603196
180,2.2750908869672215
181,2.2739981914150094
182,2.272843740363591
183,2.27162336474126
184,2.270332537430852
185,2.2689664172879684
186,2.267519892827884
187,2.2659874745592576
188,2.264363374960392
189,2.262641384942042
190,2.260814881948156
191,2.2588769416512418
192,2.2568202294289725
193,2.2546371313544724
194,2.2523198302622247
195,2.2498601357703505
196,2.247249739378455
197,2.2444801750179786
198,2.2415430292626177
199,2.2384300611707575
200,2.235133391022563
201,2.2316455716710673
202,2.227959975042894
203,2.2240711507189905
204,2.219974768460874
205,2.215668240943236
206,2.211151041785814
207,2.206424895661927
208,2.201494059828896
209,2.1963653015311353
210,2.1910482902003383
211,2.1855543926307175
212,2.179897401558852
213,2.1740937387398187
214,2.1681596044389737
215,2.162110711878168
216,2.1559621474108246
217,2.149728262993907
218,2.1434210113472143
219,2.137048787674564
220,2.1306196584483668
221,2.1241378898328303
222,2.1176068824630545
223,2.1110273657216805
224,2.1043981289939904
225,2.097714526438294
226,2.090969619242417
227,2.084157285139982
228,2.0772664580291713
229,2.070282063911314
230,2.063186790462168
231,2.055960678845768
232,2.048582586774163
233,2.041028921080449
234,2.033273321978557
235,2.0252887231121095
236,2.017046730513867
237,2.0085165956242745
238,1.999666270862562
239,1.9904640757364747
240,1.9808757648290525
241,1.9708704615958847
242,1.9604146996325436
243,1.9494774139896232
244,1.9380290127331727
245,1.9260421920776145
246,1.9134932147204116
247,1.9003632382000664
248,1.886640216175757
249,1.8723188439971559
250,1.8574010511207517
251,1.8418994562511837
252,1.8258371999338272
253,1.809248321697453
254,1.7921755597237898
255,1.7746700804804394
256,1.7567903766252402
257,1.7385973247870627
258,1.7201521045680175
259,1.70151577584958
260,1.6827447072450261
261,1.6638887126487314
262,1.6449887629632949
263,1.6260797447044575
264,1.6071909582880444
265,1.588345655850464
266,1.5695633327418506
267,1.5508601390041794
268,1.5322483895103745
269,1.5137378398814598
270,1.49533642094349
271,1.4770499811381883
272,1.4588838336626764
273,1.440840078986036
274,1.4229209080007714
275,1.4051274052846188
276,1.3874610722570782
277,1.3699195815267342
278,1.3525055533960912
279,1.335215186862211
280,1.3180437782521337
281,1.3009869482019791
282,1.2840415823068863
283,1.2672068124438696
284,1.2504806352763291
285,1.2338612347670244
286,1.2173474828587003
287,1.200937954178255
288,1.184638741841482
289,1.168458385476805
290,1.1524071547599464
291,1.1364977189812102
292,1.1207452502856174
293,1.1051706277604085
294,1.0897944356455571
295,1.07463982453164
296,1.0597288002880645
297,1.0450892478025011
298,1.0307431935213556
299,1.0167126444993875
300,1.0030219561960598
301,0.9896898298826163
302,0.9767329084039101
303,0.9641659757767956
304,0.9519965616342008
305,0.9402375297429697
306,0.9288873268407312
307,0.9179524721893684
308,0.9074243395679101
309,0.8973032786327884
310,0.8875771165414386
311,0.8782397813380739
312,0.8692763936945294
313,0.8606790765634869
314,0.8524280609148381
315,0.8445136386076504
316,0.8369177743848326
317,0.8296285518960775
318,0.8226311998707354
319,0.8159036978374773
320,0.8094484810013172
321,0.8032196104694053
322,0.7972643940262485
323,0.7914636845805392
324,0.7859995400268683
325,0.7805501853053788
326,0.7757027474614102
327,0.7706034621174395
328,0.7672087552652309
329,0.7635615786677581
330,0.7673100644725755
331,0.7765299340624217
332,0.8289070192897682
333,0.9138443941699085
334,1.1317106635499412
335,1.1547669682838488
336,1.0762774315611585
337,0.9784191438888885
338,1.0372050998042763
339,0.9285612239056494
340,0.9540870061138721
341,0.8663977964882662
342,0.8584609556578467
343,0.7895509299087794
344,0.7701172089413771
345,0.7402646499274547
346,0.733121680294213
347,0.7213256566222064
348,0.722662307851184
349,0.7161544459728605
350,0.7251988409192685
351,0.7213422888359244
352,0.7429197843244146
353,0.7389582564300005
354,0.7769804976493911
355,0.7633941498537224
356,0.8047626508563567
357,0.773289261546424
358,0.7982124214434145
359,0.7578321299762193
360,0.770646194860195
361,0.7335353778408114
362,0.742254255655377
363,0.7129175340607911
364,0.720972853838689
365,0.698364028690682
366,0.7067438707391477
367,0.6886237194916088
368,0.6975465912095509
369,0.6822280474333479
370,0.6916625637336293
371,0.678016211085364
372,0.6877063985271116
373,0.6749742662616592
374,0.6844678821463268
375,0.6721210335960836
376,0.6808828475947656
377,0.6685332279694707
378,0.6761232343098186
379,0.6636052903322225
380,0.6699297566274385
381,0.6572844006757705
382,0.6625246867128163
383,0.649875573045737
384,0.6543605037874974
385,0.6418461481803306
386,0.6459570523047012
387,0.6337085306995562
388,0.6377384232945967
389,0.6258240311131213
390,0.629955074837547
391,0.6183801657263166
392,0.6227561244075625
393,0.6115370627845652
394,0.6162663255626786
395,0.6053839108409734
396,0.6105169747473208
397,0.5999534321706869
398,0.6055112328520266
399,0.5952333379879633
400,0.6011676889922323
401,0.5911444282116418
402,0.5973200542479283
403,0.5874818292813049
404,0.5936827219968945
405,0.5840129501000642
406,0.5899929703982486
407,0.5804638373389261
408,0.5859814544581851
409,0.5765849628067061
410,0.581435931777575
411,0.5722158485978204
412,0.5763081494524613
413,0.5673566362593809
414,0.5707033605828248
415,0.5621470529330503
416,0.56481863654768
417,0.5567574873980632
418,0.5588503484632837
419,0.5513886420142166
420,0.5530244871534563
421,0.5461946949842452
422,0.547456771132699
423,0.541261464378502
424,0.5422237228684721
425,0.53664088660286
426,0.5373780662832544
427,0.5323530281380896
428,0.5329056774333456
429,0.5283718771888828
430,0.528761567576935
431,0.5246685253604437
432,0.5248999213012188
433,0.5212047450206513
434,0.5213008880392389
435,0.517947760340782
436,0.5179181375424304
437,0.514854545837873
438,0.5147115179878776
439,0.5118984934679845
440,0.5116451978222745
441,0.5090470091435417
442,0.5086831444133633
443,0.5062722688963847
444,0.5058162931640525
445,0.5035653999825229
446,0.5030347112019954
447,0.5009087939485745
448,0.5003127052951276
449,0.4982770561849246
450,0.4976344774339458
451,0.49566526155380974
452,0.494971286348108
453,0.4930542072970788
454,0.49232019346370676
455,0.49045112467754803
456,0.489687947481954
457,0.4878548806527104
458,0.48707474938630985
459,0.4852749268717244
460,0.4844958291176819
461,0.48272782440181716
462,0.48195301376431815
463,0.4802208419202921
464,0.479462606030579
465,0.47776886886057
466,0.4770335835244848
467,0.475367328587526
468,0.4746566327277335
469,0.4730133037884538
470,0.4723284142629762
471,0.4707067250257583
472,0.47004771766113534
473,0.4684509190409811
474,0.467819675781135
475,0.46624664604378363
476,0.46564055454803543
477,0.46408704739336215
478,0.46350587745535937
479,0.4619760860845936
480,0.4614210833105127
481,0.45990501188955596
482,0.4593746067657445
483,0.4578787779933652
484,0.45737471860544826
485,0.4558974367153225
486,0.45541330574757655
487,0.45394941510556364
488,0.4534821764551883
489,0.4520403001321046
490,0.451595014901604
491,0.45017060719256846
492,0.4497459892980262
493,0.4483386048316242
494,0.44793479181187124
495,0.4465456046492026
496,0.4461556514709275
497,0.44478911976797125
498,0.4444067292065726
499,0.44305773028246714
500,0.4426929976534771
501,0.4413581723395521
502,0.4410042410085525
503,0.4396840138636555
504,0.4393442800662141
505,0.4380344264875066
506,0.43770276002893554
507,0.4364106362147346
508,0.4360873811894754
509,0.43480682254517367
510,0.4344871887429153
511,0.4332203856090975
512,0.4329039907691842
513,0.43165660413277007
514,0.4313469178404436
515,0.43011413785346586
516,0.4298136985005173
517,0.4285939268083632
518,0.4282964847461105
519,0.4270949298894256
520,0.4268014354798392
521,0.4256154291636485
522,0.4253235985874698
523,0.42415530604091295
524,0.4238719934096996
525,0.4227225165113535
526,0.42244167151119344
527,0.42131113419242844
528,0.42102816511571073
529,0.4199140676458341
530,0.41963702992562757
531,0.41853941844333825
532,0.4182654463535463
533,0.4171839327627961
534,0.41691118950900624
535,0.4158424516734326
536,0.41557376005918706
537,0.4145207165863828
538,0.4142505352980265
539,0.41321339268846763
540,0.4129441843453248
541,0.41192580352069824
542,0.41165859894294116
543,0.41065652309131623
544,0.4103878751153671
545,0.4093990148345895
546,0.4091272218876458
547,0.40815598887458165
548,0.40787781045442234
549,0.4069228092137734
550,0.4066434429349669
551,0.40570233869167666
552,0.4054164229185095
553,0.4044940807019003
554,0.40420387209487857
555,0.40329916540536376
556,0.40300343554268964
557,0.40211526801692343
558,0.4018167214438056
559,0.40094605190942845
560,0.40064520153547845
561,0.3997944411438394
562,0.3994894131215871
563,0.3986529808093674
564,0.3983428413031903
565,0.3975201781400744
566,0.39720397638274574
567,0.39639834505693183
568,0.3960763422997497
569,0.39528774294520563
570,0.39496154520449117
571,0.39418531988268624
572,0.39385350384634793
573,0.39309568495450165
574,0.39276157101479975
575,0.39201712006767925
576,0.3916785248009644
577,0.3909491680008943
578,0.3906038030853893
579,0.3898874759004443
580,0.3895360933701893
581,0.3888332587589674
582,0.38847562510841577
583,0.3877859011358403
584,0.3874236393120534
585,0.38674629435199775
586,0.38638055120201836
587,0.38571509169215756
588,0.3853436011454547
589,0.3846918276374135
590,0.3843161848051206
591,0.3836773835694449
592,0.38329941677070906
593,0.3826708064740621
594,0.3822892925034036
595,0.38167050699091004
596,0.38128494870393603
597,0.3806768413815996
598,0.38028783807781025
599,0.37968917710424477
600,0.37929671289391603
601,0.37870858703992477
602,0.37831258525764816
603,0.37773459837360107
604,0.3773359772183064
605,0.3767667649457671
606,0.3763652030606079
607,0.3758042039411209
608,0.37540005724080283
609,0.3748464400651414
610,0.3744385108738325
611,0.37389268708108636
612,0.373481852973034
613,0.3729448151181582
614,0.3725308207342288
615,0.3720009958164053
616,0.37158509071034085
617,0.3710621278948774
618,0.3706446290386871
619,0.37012572238672087
620,0.36970600807763815
621,0.3691938695052828
622,0.36877454120249203
623,0.36826902870767997
624,0.36784935444013805
625,0.36735043259503536
626,0.36692974916525034
627,0.3664365640321172
628,0.36601499602709425
629,0.3655277394351331
630,0.36510589278218203
631,0.3646241482957793
632,0.36420186110953784
633,0.3637244646216577
634,0.3633018509294909
635,0.3628296220445339
636,0.36240841472316837
637,0.36194117516943763
638,0.3615195962619605
639,0.3610566224261689
640,0.3606358354321419
641,0.36017709067929815
642,0.359756818586183
643,0.35930172411666295
644,0.35888208498746127
645,0.35843088426475816
646,0.3580123102370451
647,0.3575643916847466
648,0.3571462339249343
649,0.35670153692087114
650,0.3562835264482448
651,0.3558427076074647
652,0.35542617235004215
653,0.35498949026288856
654,0.3545744391313781
655,0.35414068909855223
656,0.35372614699621896
657,0.3532950436996787
658,0.352881383769201
659,0.35245195139227503
660,0.35203873076724324
661,0.3516111423139491
662,0.3511975496202291
663,0.35077204562955283
664,0.350360035743193
665,0.34993702043870234
666,0.34952560822934775
667,0.3491046931952766
668,0.3486942832321455
669,0.3482754132225384
670,0.3478666318149033
671,0.34745064305986695
672,0.3470424687192742
673,0.3466283963899982
674,0.3462222110016267
