Iteration,Cost
0,2.3026023562060196
1,2.3025574736197245
2,2.302513323781951
3,2.302469885525088
4,2.3024271302755968
5,2.3023850412681406
6,2.3023436071087486
7,2.3023028101558496
8,2.3022626288106007
9,2.302223040471442
10,2.3021840264880873
11,2.3021455655049445
12,2.302107642548034
13,2.302070241290483
14,2.3020333423615242
15,2.301996920935369
16,2.30196095949338
17,2.30192544807541
18,2.3018903645774342
19,2.3018556886828594
20,2.3018213980664552
21,2.3017874853814266
22,2.3017539356581525
23,2.301720726756715
24,2.3016878452855565
25,2.3016552822944756
26,2.301623021203387
27,2.301591047970251
28,2.3015593446584677
29,2.3015278882475494
30,2.3014966683029847
31,2.3014656646337164
32,2.3014348625262784
33,2.3014042452226775
34,2.3013738009263958
35,2.3013435147388277
36,2.3013133737490814
37,2.3012833648564675
38,2.301253475436529
39,2.301223687148235
40,2.3011939893468867
41,2.3011643715182815
42,2.3011348131475184
43,2.301105301615993
44,2.3010758217354232
45,2.301046360577736
46,2.3010169154672355
47,2.3009874734443945
48,2.300958028371868
49,2.300928561814952
50,2.3008990485731435
51,2.3008694822621067
52,2.3008398526313734
53,2.3008101472874674
54,2.3007803556097746
55,2.300750463734971
56,2.3007204594177018
57,2.300690324631393
58,2.300660051881499
59,2.300629630563614
60,2.300599052476076
61,2.30056830570521
62,2.3005373845371895
63,2.3005062616714724
64,2.300474927622756
65,2.300443370524014
66,2.3004115779322083
67,2.3003795292166713
68,2.3003472155819185
69,2.3003146356212434
70,2.30028176100628
71,2.3002485754274296
72,2.3002150690942837
73,2.300181236212144
74,2.3001470564996307
75,2.300112515948323
76,2.3000775923298677
77,2.300042273785794
78,2.300006547931751
79,2.299970388240999
80,2.2999337765934005
81,2.299896698780232
82,2.299859131670523
83,2.299821048656354
84,2.299782433335957
85,2.299743265995855
86,2.2997035234510355
87,2.299663183234275
88,2.2996222166586873
89,2.29958061003736
90,2.2995383400095086
91,2.2994953692968365
92,2.2994516742759927
93,2.299407233828005
94,2.2993620227505502
95,2.2993160113756703
96,2.299269170549641
97,2.2992214677722016
